,id_resol,año,cargos,códigos,Empresa denunciada,Multas,Medidas correctivas,dec_fav_denunciante,cargos limpio
235,0973-2007/SPC-INDECOPI,2007,"denunció a Empresa de Transportes de Pasajeros
y Carga Cavassa S.A.' (en adelante, Transportes Cavassa) por
presuntas infracciones cometidas con ocasión del servicio da transporte
de carga por carretera. Señaló que contrató los servicios de Transportes
Cavassa para que traslade a Lima una fotocopiadora KM152, la cual
debía ser entregada en el domicilio de la empresa Multiline Digital Office
S.A.C. La referida empresa entregó la fotocopiadora al señor Juan
Prado Gonzales quien no se encontraba autorizado para realizar dicha
función.",ser2,EMPRESA DE TRANSPORTES CARGO CAVASSA S.A.C.,0,0,0,denunció empresa transportes pasajeros carga cavassa s adelante transportes cavassa presuntas infracciones cometidas ocasión servicio da transporte carga carretera señaló contrató servicios transportes cavassa traslade lima fotocopiadora km152 debía ser entregada domicilio empresa multiline digital office s c referida empresa entregó fotocopiadora señor juan prado gonzales encontraba autorizado realizar dicha función
236,0952-2007/SPC-INDECOPI,2007,"compró un pasaje a la denunciada para la ruta Cusco - Arequipa. Sin
embargo, el ómnibus presentó fallas mecánicas.",otros,Empresa de Transportes Carhuamayo S.A.C.,2 UIT Pago de costas y costos,45,1,compró pasaje denunciada ruta cusco - arequipa embargo ómnibus presentó fallas mecánicas
237,0791-2007/SPC-INDECOPI,2007,"contrató los
servicios de Cruz del Sur para la custodia de 18 paquetes de lunas; 2
cajas y 2 paquetes - uno de ellos conteniendo un espejo - con la
finalidad de que fueran transportados al día siguiente a la ciudad de
Tumbes. Para formalizar el acuerdo, firmó un documento privado con
la denunciada, suscrito y sellado por el señor Julio Gomez en
representación de Cruz del Sur, pagando S/. 65,00 por concepto de
contraprestación. No obstante, al recoger los bienes al día siguiente
advirtió que faltaba uno de los paquetes de lunas y que el espejo
estaba roto.",ser1,TRANSPORTES CRUZ DEL SUR S.A.C.,0,0,0,contrató servicios cruz sur custodia 18 paquetes lunas 2 cajas 2 paquetes - conteniendo espejo - finalidad transportados día siguiente ciudad tumbes formalizar acuerdo firmó documento privado denunciada suscrito sellado señor julio gomez representación cruz sur pagando s 65 00 concepto contraprestación obstante recoger bienes día siguiente advirtió faltaba paquetes lunas espejo roto
238,0742-2007/SPC-INDECOPI,2007,"compró un pasaje a Transportes
Junín para la ruta Lima - Satipo. Indicó que su equipaje fue colocado
en la maletera del ómnibus y que al llegar a la ciudad de Satipo le
informaron que éste se había extraviado. Precisó que dicho equipaje
consistía en un saco de polietileno que contenía bienes por un valor
de S/. 624,40. Finalmente, manifestó que pese a sus reclamos la
empresa no dio solución alguna al problema.","ser1,seg5",Empresa de Transporte Junín S.R.L.,"0,3 UIT Pago de costas y costos",S/.624.40.,1,compró pasaje transportes junín ruta lima - satipo indicó equipaje colocado maletera ómnibus llegar ciudad satipo informaron éste extraviado precisó dicho equipaje consistía saco polietileno contenía bienes valor s 624 40 finalmente manifestó pese reclamos empresa dio solución alguna problema
239,0693-2007/SPC-INDECOPI,2007,"la señora Esperanza Doraliza Melgarejo
Valverde (en adelante, la señora Melgarejo) denunció a Turismo
Paraíso S.A. (en adelante, Turismo Paraíso) ante la Comisión de
Protección al Consumidor (en adelante, la Comisión) por infracción al
artículo 8° del Decreto Legislativo N° 716. realizó un viaje desde la ciudad
de Lima hasta la ciudad de Chimbote en un ómnibus de la empresa
denunciada , la cual extravió su equipaje registrado con Ticket N° 47.
La denunciante indicó que en reiteradas oportunidades reclamó a la
empresa denunciada , pese a lo cual ésta no cumplió con solucionar el
problema.La denunciante manifestó que su equipaje contenía diversas prendas
de vestir, artículos de tocador, un cargador Nokia original y un USB,
cuyo valor total ascendía a S/. 2 092,60. Por tanto, solicitó que la
Comisión ordene a la empresa denunciada como medida correctiva le
entregue el valor de los bienes llevados como equipaje. Asimismo,
solicitó que se ordene a Turismo Paraíso asuma el pago de las costas
y costos del procedimiento.","ser2,ser14",TURISMO PARAÍSO S.A.,"0,5 UIT",US$515.31,1,señora esperanza doraliza melgarejo valverde adelante señora melgarejo denunció turismo paraíso s adelante turismo paraíso comisión protección consumidor adelante comisión infracción artículo 8 decreto legislativo n 716 realizó viaje ciudad lima ciudad chimbote ómnibus empresa denunciada extravió equipaje registrado ticket n 47 denunciante indicó reiteradas oportunidades reclamó empresa denunciada pese ésta cumplió solucionar problema denunciante manifestó equipaje contenía diversas prendas vestir artículos tocador cargador nokia original usb cuyo valor total ascendía s 2 092 60 solicitó comisión ordene empresa denunciada medida correctiva entregue valor bienes llevados equipaje asimismo solicitó ordene turismo paraíso asuma pago costas costos procedimiento
240,0587-2007/SPC-INDECOPI,2007,"denunció a M & C Enlaces S.A. (en
adelante , M & C) por infracción al Decreto legislativo N° 716 - Ley de
Protección al Consumidor. Señaló que adquirió de la denunciada un pasaje
Lima - Arequipa para el día 20 de febrero de 2006, por el cual pagó la suma
de S/60,00. Asimismo, indicó que durante la realización del viaje M & C había
perdido su equipaje.",ser2,M & C ENLACES S.A.,"0,3 UIT",US$486.37,1,denunció m c enlaces s adelante m c infracción decreto legislativo n 716 - ley protección consumidor señaló adquirió denunciada pasaje lima - arequipa día 20 febrero 2006 pagó suma s 60 00 asimismo indicó realización viaje m c perdido equipaje
241,0495-2007/SPC-INDECOPI,2007,"denunció a Empresa de Transportes Expreso Cial
S.A.C. (en adelante, Expreso Cial) ante la Comisión de Protección al
Consumidor (en adelante, la Comisión) dado que el 
realizó un viaje desde la ciudad de Sullana a la ciudad de Lima en un
ómnibus de la empresa denunciada, la cual extravió su equipaje registrado
con ticket N° 388796. La denunciante indicó que en reiteradas oportunidades
reclamó a la empresa denunciada, pese a lo cual ésta no había cumplido
con solucionar el problema.
Según manifestó la denunciante, su equipaje contenía una cámara
fotográfica nueva valorizada en S/. 600,00 y diversas prendas de vestir y
productos alimenticios valorizados en S/. 400,00. Por tanto, solicitó que la
Comisión ordene como medida correctiva se le devuelva la suma
ascendente a S/. 1 000,00.",ser2ser7,Empresa de Transportes Expreso Cial S.A.C.,"0,5 UIT","S/.1,000.00",1,denunció empresa transportes expreso cial s c adelante expreso cial comisión protección consumidor adelante comisión dado realizó viaje ciudad sullana ciudad lima ómnibus empresa denunciada extravió equipaje registrado ticket n 388796 denunciante indicó reiteradas oportunidades reclamó empresa denunciada pese ésta cumplido solucionar problema según manifestó denunciante equipaje contenía cámara fotográfica nueva valorizada s 600 00 diversas prendas vestir productos alimenticios valorizados s 400 00 solicitó comisión ordene medida correctiva devuelva suma ascendente s 1 000 00
242,0491-2007/SPC-INDECOPI,2007,"señalaron que el 27 de julio de 2006 compraron cinco
pasajes a Expreso Huamanga para la ruta Lima - Huanta. Indicaron que el
ómnibus utilizado por la denunciada para brindar el referido servicio había
realizado sucesivos recorridos sin que se le hubiera efectuado el
mantenimiento correspondiente. Agregaron que el chofer mostró signos de
cansancio a lo largo de la ruta y que el vehículo empleado no se encontraba
en buen estado, ni cumplía con las normas de higiene mínimas. Las denunciantes manifestaron que al llegar a la ciudad de Ayacucho el
chofer les informó que la unidad de transporte no continuaría el trayecto
hasta la ciudad Huanta, motivo por el cual representantes de Expreso
Huamanga contrataron una camioneta rural con la finalidad de que los
pasajeros arriben a su destino. Señalaron que no lograron abordar dicha
camioneta debido a que no existían suficientes asientos libres, por lo que
tuvieron que embarcarse en otro vehículo. En este punto, precisaron que la
empresa se limitó a realizar la contratación del traslado mas no asumió el
pago del servicio. En tal sentido, solicitaron el reembolso del monto  cancelado por concepto de los pasajes desde la ciudad de Ayacucho a
Huanta.
Finalmente, indicaron que la denunciada no cumplió con entregarles su
equipaje dado que la unidad que brindó el servicio de Lima a Ayacucho
abandonó la ciudad con sus maletas al interior de la bodega. Añadieron que
cuando se apersonaron a las oficinas de Expreso Huamanga en las
ciudades de Ayacucho y Huanta, el personal de la empresa les informó que
cualquier reclamo debía ser dirigido a la oficina en la cual adquirieron los
boletos, es decir, la ubicada en Lima.","ser2,seg5",EMPRESA DE TRANSPORTES EXPRESO HUAMANGA S.A.C.,1 UIT Pago de costas y costos,"S/250.00 por devolución de pasajes y US$ 1007,86 por equipaje extraviado",1,señalaron 27 julio 2006 compraron cinco pasajes expreso huamanga ruta lima - huanta indicaron ómnibus utilizado denunciada brindar referido servicio realizado sucesivos recorridos efectuado mantenimiento correspondiente agregaron chofer mostró signos cansancio largo ruta vehículo empleado encontraba buen cumplía normas higiene mínimas denunciantes manifestaron llegar ciudad ayacucho chofer informó unidad transporte continuaría trayecto ciudad huanta motivo representantes expreso huamanga contrataron camioneta rural finalidad pasajeros arriben destino señalaron lograron abordar dicha camioneta debido existían suficientes asientos libres embarcarse vehículo punto precisaron empresa limitó realizar contratación traslado mas asumió pago servicio tal solicitaron reembolso monto cancelado concepto pasajes ciudad ayacucho huanta finalmente indicaron denunciada cumplió entregarles equipaje dado unidad brindó servicio lima ayacucho abandonó ciudad maletas interior bodega añadieron apersonaron oficinas expreso huamanga ciudades ayacucho huanta personal empresa informó cualquier reclamo debía ser dirigido oficina adquirieron boletos decir ubicada lima
243,0488-2007/SPC-INDECOPI,2007,"denunció a Empresa de Transportes Expreso Cial
S.A.C. (en adelante, Expreso Cial) ante la Comisión de Protección al Consumidor
en Arequipa (en adelante, la Comisión) dado que el 18 de febrero de 2006, realizó
un viaje desde la ciudad de Arequipa a la ciudad de Cusco en un ómnibus de la
empresa denunciada, en el que se extravió una maleta mediana que formaba
parte de su equipaje (conformado por una maleta grande, una maleta mediana y
un maletín), registrado con ticket N° 01604.
Asimismo, la denunciante indicó que luego de comprar los boletos de viaje entregó
su equipaje al personal de Expreso Cial, el que le informó que antes de abordar el
bus debía apersonarse al módulo de Atención al Cliente para registrar su ticket de
equipaje. La señora manifestó que de acuerdo a lo señalado, se acercó a personal
de Expreso Cial, quienes en esta oportunidad le manifestaron que no era
necesario el registro de su equipaje, dado que esto sólo se efectúa a aquellos
pasajeros que viajan con destino a Lima. Por tal motivo, la denunciante solicitó a
la Comisión que ordene a Expreso Cial el pago de Si. 1 593,00 y US$ 50,00,
correspondiente al valor de la maleta perdida'.",ser2,Empresa de Transportes Expreso Cial S.A.C.,1 UIT,US$194.54,1,denunció empresa transportes expreso cial s c adelante expreso cial comisión protección consumidor arequipa adelante comisión dado 18 febrero 2006 realizó viaje ciudad arequipa ciudad cusco ómnibus empresa denunciada extravió maleta mediana formaba parte equipaje conformado maleta grande maleta mediana maletín registrado ticket n 01604 asimismo denunciante indicó luego comprar boletos viaje entregó equipaje personal expreso cial informó abordar bus debía apersonarse módulo atención cliente registrar ticket equipaje señora manifestó acuerdo señalado acercó personal expreso cial oportunidad manifestaron necesario registro equipaje dado sólo efectúa aquellos pasajeros viajan destino lima tal motivo denunciante solicitó comisión ordene expreso cial pago si 1 593 00 us 50 00 correspondiente valor maleta perdida
244,0484-2007/SPC-INDECOPI,2007,"por infringir el artículo 8° del Decreto Legislativo N° 716, al no
haberles brindado el servicio contratado para el 20 de mayo de 2006
consistente en un paseo por Lima de dos horas y media en el denominado
""Bus Parrandero""1. Ello, debido a que dicho ómnibus sufrió un desperfecto a
los 20 minutos de iniciado el recorrido. Pese a ello , la denunciada se negó a
devolverles los S/. 75,00 pagados por cada boleto.",ser7,INVERSIONES TOUR PERU S.A.C.,Pago de costas y costos,75,1,infringir artículo 8 decreto legislativo n 716 haberles brindado servicio contratado 20 mayo 2006 consistente paseo lima dos horas media denominado bus parrandero 1 ello debido dicho ómnibus sufrió desperfecto 20 minutos iniciado recorrido pese ello denunciada negó devolverles s 75 00 pagados cada boleto
245,0453-2007/SPC-INDECOPI,2007,"denunció a Empresa de Transportes y
Representaciones Turismo Central S.A. (en adelante, Turismo Central) por
infracción al artículo 8 del Decreto Legislativo N° 716 cometida con ocasión
de la prestación de servicios de transporte terrestre. La denunciante señaló
que realizó un viaje desde la ciudad de Lima a la
ciudad de Pucallpa portando un equipaje que contenía ropa y otros enseres
valorizados en SI. 1 850,00 siendo que al llegar a su destino le informaron
que su equipaje se había extraviado durante el trayecto.",ser2,EMPRESA DE TRANSPORTES Y REPRESENTACIONES TURISMO CENTRAL S.A.,"0,5 UIT Pago de costas y costos",US$375.07,1,denunció empresa transportes representaciones turismo central s adelante turismo central infracción artículo 8 decreto legislativo n 716 cometida ocasión prestación servicios transporte terrestre denunciante señaló realizó viaje ciudad lima ciudad pucallpa portando equipaje contenía ropa enseres valorizados si 1 850 00 siendo llegar destino informaron equipaje extraviado trayecto
246,0410-2007/SPC-INDECOPI,2007,"La señora Pasco indicó que el 26 de julio de 2006 compró tres pasajes a
Transportes Julio César para la ruta Huaraz - Lima. Indicó que el ómnibus
utilizado para brindar el servicio presentó los siguientes problemas: (i) se
encontraba en mal estado; (ii) no pertenecía a la empresa de transportes; (iii) no
contaba con los accesorios de seguridad, tales como el triángulo y la luz de
emergencia.
Asimismo, manifestó que el ómnibus partió de la ciudad de Huaraz con una hora
de retraso, que el chofer recogió personas en la ruta y que se detuvo para
abastecer al vehículo de combustible. Finalmente, señaló que el vehículo se
quedó varado a las 03 h 00 a la altura del kilómetro 35 de la carretera Pativilca -
Huaraz, lugar en donde permaneció por más de tres horas sin iluminación.","seg5,ser5",Empresa de Transportes  Julio César S.R.L.,0,S/.120.00,1,señora pasco indicó 26 julio 2006 compró tres pasajes transportes julio césar ruta huaraz - lima indicó ómnibus utilizado brindar servicio presentó siguientes problemas i encontraba mal ii pertenecía empresa transportes iii contaba accesorios seguridad tales triángulo luz emergencia asimismo manifestó ómnibus partió ciudad huaraz hora retraso chofer recogió personas ruta detuvo abastecer vehículo combustible finalmente señaló vehículo quedó varado 03 h 00 altura kilómetro 35 carretera pativilca - huaraz lugar permaneció tres horas iluminación
247,0343-2007/SPC-INDECOPI,2007,"Señaló que el 9 de octubre de 2006 adquirió en la Estación de Ollantaytambo
nueve pasajes con destino a la ciudadela de Machu Pichu correspondientes al
tren local, con un valor de S/. 10,00 cada uno. Asimismo, manifestó que en
esa oportunidad representantes de Perurail le indicaron que en dicha estación
sólo podía adquirir los boletos de ida y que los boletos de regreso debían ser
adquiridos en la Estación de Aguas Calientes. Sin embargo, al regreso,
cuando quiso efectuar la compra en esta última estación le informaron que no
había boletos disponibles con la tarifa de S/. 10,00, por lo que tuvo que
adquirir boletos de retorno en la clase turista por un valor de US$ 34,00 en el
caso de los adultos y US$ 13,25 en el caso de los niños.","c5,o1",Perurail S.A.,0,0,0,señaló 9 octubre 2006 adquirió estación ollantaytambo nueve pasajes destino ciudadela machu pichu correspondientes tren local valor s 10 00 cada asimismo manifestó oportunidad representantes perurail indicaron dicha estación sólo podía adquirir boletos ida boletos regreso debían ser adquiridos estación aguas calientes embargo regreso quiso efectuar compra última estación informaron boletos disponibles tarifa s 10 00 adquirir boletos retorno clase turista valor us 34 00 caso adultos us 13 25 caso niños
248,0070-2007/SPC-INDECOPI,2007,"En su denuncia,
señaló que contrató el servicio de transporte interprovincial de pasajeros
brindado por Transportes Cavassa en la ruta Lima - La Unión, el mismo que
tenía programado como horario de partida las 8:00 a.m.; sin embargo, indicó
que el ómnibus partió del terminal a las 10:00 a.m. Asimismo, manifestó que,
al llegar a la ciudad de Huallanca, se le informó que el vehículo no
continuaría con su trayecto hasta el lugar de destino.","ser5,c3",EMPRESA DE TRANSPORTES CARGO CAVASSA S.A.C.,1 UIT Pago de costas y costos,50,1,denuncia señaló contrató servicio transporte interprovincial pasajeros brindado transportes cavassa ruta lima - unión mismo programado horario partida 8 00 m embargo indicó ómnibus partió terminal 10 00 m asimismo manifestó llegar ciudad huallanca informó vehículo continuaría trayecto lugar destino
249,0067-2007/SPC-INDECOPI,2007,"denunció a Expreso Molina por infracciones cometidas con
ocasión del servicio de transporte de encomiendas. Manifestó que el 3 de junio de
2006 contrató los servicios de la denunciada para enviar desde la ciudad de Lima
a la ciudad del Cusco, un sobre que contenía documentos según consta en la
Boleta de Venta N° 017579. Refirió que la encomienda no llegó a su destino
debido a que el sobre fue extraviado por la denunciada por lo que solicita ésta sea
sancionada.",ser2,EXPRESO MOLINA UNIÓN E.I.R.L.,"0,3 UIT Pago de costas y costos",0,1,denunció expreso molina infracciones cometidas ocasión servicio transporte encomiendas manifestó 3 junio 2006 contrató servicios denunciada enviar ciudad lima ciudad cusco contenía documentos según consta boleta venta n 017579 refirió encomienda llegó destino debido extraviado denunciada solicita ésta sancionada
250,0013-2007/SPC-INDECOPI,2007,"La denunciante manifestó que un trabajador de su empresa realizó un viaje desde la
ciudad de Tumbes a la ciudad de Piura, en un vehículo de la empresa
denunciada. Asimismo, indicó que dicho pasajero se presentó en el terminal
treinta (30) minutos antes de la hora programada para la partida del bus, tal
como lo señalaba el boleto de viaje, y entregó al personal de El Dorado el
equipaje que debía ser trasladado en la bodega.",ser2,EMPRESA DE TRANSPORTES EL DORADO S.A.C.,"0,5 UIT Pago de costas y costos",0,1,denunciante manifestó trabajador empresa realizó viaje ciudad tumbes ciudad piura vehículo empresa denunciada asimismo indicó dicho pasajero presentó terminal treinta 30 minutos hora programada partida bus tal señalaba boleto viaje entregó personal dorado equipaje debía ser trasladado bodega
251,0064-2006/SPC-INDECOPI,2006,"se contrataron los
servicios de la denunciada para enviarle, desde Camaná, un sobre de manila
conteniendo documentos , según Boleta de Venta. Refirió que la encomienda no llegó a su destino debido a
que el sobre fue extraviado por la denunciada, por lo que solicitó que ésta
sea sancionada y que se le ordene la reposición .",ser2,Empresa de Transporte Flores Hermanos S.R.L.,"0,50 UIT Pago de costas y costos",Pago de S/.850,1,contrataron servicios denunciada enviarle camaná manila conteniendo documentos según boleta venta refirió encomienda llegó destino debido extraviado denunciada solicitó ésta sancionada ordene reposición
252,0071-2006/SPC-INDECOPI,2006,"se acercó a las oficinas de la denunciada
en Yurimaguas a efectos de recoger una encomienda que le fue enviada
desde Lima, sin embargo, le informaron que ésta se había perdido como
consecuencia del accidente sufrido por el vehículo que la transportaba.","ser2,ser3",PAREDES ESTRELLA CARGO S.A.,"0,5 UIT","Pago de S/.1,650",1,acercó oficinas denunciada yurimaguas efectos recoger encomienda enviada lima embargo informaron ésta perdido consecuencia accidente sufrido vehículo transportaba
253,0142-2006/SPC-INDECOPI,2006,"
contrató los servicios de la denunciada para enviar, de Mollendo a Arequipa,
una encomienda dirigida al señor que contenía equipos de buceo
propiedad del señor Abusada, Indicaron que
pese a que la señora lo solicitó, la denunciada omitió consignar en la
boleta de venta el contenido de la encomienda.
Según manifestaron los denunciantes, Transportes Santa Ursula extravió la
encomienda, por lo que solicitaron que ésta sea sancionada y se le ordene el
reembolso del valor de los bienes extraviados.","ser2,ser7",EMPRESA DE TRANSPORTES SANTA ÚRSULA S.A.C,"0,50 UIT",Pago de S/.850,1,contrató servicios denunciada enviar mollendo arequipa encomienda dirigida señor contenía equipos buceo propiedad señor abusada indicaron pese señora solicitó denunciada omitió consignar boleta venta contenido encomienda según manifestaron denunciantes transportes santa ursula extravió encomienda solicitaron ésta sancionada ordene reembolso valor bienes extraviados
254,1335-2006/SPC-INDECOPI,2006,"realizó un viaje de la ciudad de Sullana a la ciudad de Lima, en un ómnibus de
la empresa denunciada, en el cual se había verificado el robo de su equipaje.
En sus descargos,",ser1,Empresa de Transporte El Pino SAC (El Pino),"0,5 UIT Pago de costas y costos",Pago de S/. 966,1,realizó viaje ciudad sullana ciudad lima ómnibus empresa denunciada verificado robo equipaje descargos
255,1428-2006/SPC-INDECOPI,2006,"celebró un contrato de transporte de encomienda con la
denunciada, por el cual remitió desde la agencia de Transporte Cavassa,
ubicada en Yungay ­ Ancash, una caja y un fardo de tela con destino a la
oficina de la denunciada en Lima 1 . Señaló que, sin embargo, al acercarse a
recoger la encomienda, se le hizo entrega de la caja mas no del fardo de
tela 2 , toda vez que, de acuerdo a lo informado por la denunciada, éste había
sido robado.
Manifestó que, ante la negativa de Transporte Cavassa de reembolsarle el
costo del fardo de tela 3 , presentó un reclamo ante el Servicio de Atención al
Ciudadano – SAC – del INDECOPI. Señaló que, en dicho procedimiento, la
denunciada declaró haberle entregado tanto la caja como el fardo de tela, lo
cual quedaría acreditado con la guía de remisión en la que consta la firma y
el número de DNI del señor Paz en señal de conformidad con la entrega. Sin
embargo, de acuerdo a lo indicado por el denunciante, dicha firma no sería la
suya y el número de su DNI no habría sido colocado por él.","ser2,ser11,ser12",EMPRESA DE TRANSPORTES CARGO CAVASSA S.A.C.,0,0,0,celebró contrato transporte encomienda denunciada remitió agencia transporte cavassa ubicada yungay ancash caja fardo tela destino oficina denunciada lima 1 señaló embargo acercarse recoger encomienda hizo entrega caja mas fardo tela 2 toda vez acuerdo informado denunciada éste sido robado manifestó negativa transporte cavassa reembolsarle costo fardo tela 3 presentó reclamo servicio atención ciudadano sac indecopi señaló dicho procedimiento denunciada declaró haberle entregado caja fardo tela quedaría acreditado guía remisión consta firma número dni señor paz señal conformidad entrega embargo acuerdo indicado denunciante dicha firma número dni sido colocado
256,1466-2006/SPC-INDECOPI,2006,"realizó un viaje desde la ciudad de Lima a la ciudad de Arequipa, en un
ómnibus de la empresa denunciada, la cual extravió su equipaje.
",ser2,Empresa de Transporte Flores Hermanos S.R.L.,"0,5 UIT Pago de costas y costos","US$429,13",1,realizó viaje ciudad lima ciudad arequipa ómnibus empresa denunciada extravió equipaje
257,1663-2006/SPC-INDECOPI,2006,"Según manifestó la denunciante,
contrató los servicios de Expreso Grael para el transporte de 19 baldes, para ser entregados al señor, en la ruta se extraviaron 4 de los 19 baldes en los que consistía el envío,
La denunciante solicitó que se sancione a Expreso Grael, se le ordene la
devolución del valor de los bienes extraviados, así como el pago de las
costas y costos del procedimiento.",ser2,EXPRESO GRAEL S.A.C.,0,0,0,según manifestó denunciante contrató servicios expreso grael transporte 19 baldes ser entregados señor ruta extraviaron 4 19 baldes consistía envío denunciante solicitó sancione expreso grael ordene devolución valor bienes extraviados así pago costas costos procedimiento
258,1722-2006/SPC-INDECOPI,2006,"realizó un viaje de Lima a
Piura empleando los servicios de la denunciada, cuya unidad de transporte se detuvo
en el óvalo de Trujillo para dejar un pasajero, lo que permitió que se sustrajera el
equipaje de 14 pasajeros. La denunciante manifestó que Turismo Civa únicamente
deseaba reembolsarle un monte inferior al valor del equipaje sustraído","ser1,ser13",TURISMO CIVA S.A.C.,0,0,0,realizó viaje lima piura empleando servicios denunciada cuya unidad transporte detuvo óvalo trujillo dejar pasajero permitió sustrajera equipaje 14 pasajeros denunciante manifestó turismo civa únicamente deseaba reembolsarle monte inferior valor equipaje sustraído
259,1854-2006/SPC-INDECOPI,2006,"denunció a Transportes La Marginal
ante la Comisión por infringir lo establecido en el artículo 8 de la Ley de
Protección al Consumidor. celebró un
contrato de transporte de encomienda con la denunciada, por el cual remitió
desde Juanjui a Lima siete (7) cajas grandes con artículos del hogar, un
coche de bebé forrado con cartón, una bicicleta mediana, una silla de comer
para bebé, un andador para bebé y una tarima de plaza y media,
consignando su nombre como destinatario. Asimismo, refirió que al
apersonarse a las oficinas de Transportes La Marginal. Se indico ésta había sido entregada a otra persona que podría ser su
homónimo.","ser2,ser16",Transporte La Marginal SA (Transporte La Marginal),"0,5 UIT Pago de costas y costos","S/.1,800",1,denunció transportes marginal comisión infringir establecido artículo 8 ley protección consumidor celebró contrato transporte encomienda denunciada remitió juanjui lima siete 7 cajas grandes artículos hogar coche bebé forrado cartón bicicleta mediana silla comer bebé andador bebé tarima plaza media consignando nombre destinatario asimismo refirió apersonarse oficinas transportes marginal indico ésta sido entregada persona podría ser homónimo
260,1900-2006/SPC-INDECOPI,2006,"Señaló que adquirió de la
denunciada un pasaje Lima - Arequipa , por
el cual pagó la suma de S/60,00.
Refirió que el día del viaje, al arribar a la ciudad de Camaná decidió bajarse
del ómnibus, para lo cual consultó previamente con la terramoza si podía
dejar su equipaje en la bodega del ómnibus, la cual contesto
afirmativamente, toda vez que la denunciante al contar con el ticket
No 00301291

podría reclamar su equipaje en el terminal de la empresa
denunciada. Sin embargo, al día siguiente, al acercarse a las oficinas de M &
C, le informaron que su equipaje se había extraviado.",ser2,M & C ENLACES S.A.,"0,3 UIT Pago de costas y costos","US$486,36",1,señaló adquirió denunciada pasaje lima - arequipa pagó suma s 60 00 refirió día viaje arribar ciudad camaná decidió bajarse ómnibus consultó previamente terramoza si podía dejar equipaje bodega ómnibus contesto afirmativamente toda vez denunciante contar ticket 00301291 podría reclamar equipaje terminal empresa denunciada embargo día siguiente acercarse oficinas m c informaron equipaje extraviado
261,1910-2006/SPC-INDECOPI,2006,"denunció a Expreso Cial por
infracción a lo establecido en el artículo 8o de la Ley de Protección al
Consumidor. La denunciante manifestó que el 30 de agosto de 2005 realizó un
viaje desde la ciudad de Lima a la ciudad de Motupe, en un ómnibus de la
empresa denunciada, la cual extravió su equipaje. Adicionalmente, indicó que
éste contenía: prendas nuevas y usadas valorizadas en S/. 1 513,00.",ser2,Empresa de Transportes Expreso Cial S.A.C.,"0,3 UIT Pago de costas y costos","US$505,30",1,denunció expreso cial infracción establecido artículo 8o ley protección consumidor denunciante manifestó 30 agosto 2005 realizó viaje ciudad lima ciudad motupe ómnibus empresa denunciada extravió equipaje adicionalmente indicó éste contenía prendas nuevas usadas valorizadas s 1 513 00
262,1965-2006/SPC-INDECOPI,2006,"denunció a Móvil Tours por infracción a
la Ley de Protección al Consumidor. Señaló, que el 11 de enero de 2006, contrató
con la denunciada el envio de una computadora portátil con destino a la ciudad de
Moyobamba. Sin embargo, la encomienda no llegó a su destino, negándose la
empresa denunciada a asumir su responsabilidad.",ser2,MÓVIL TOURS S.A.,"0,5 UIT Pago de costas y costos",S/.150.00,1,denunció móvil tours infracción ley protección consumidor señaló 11 enero 2006 contrató denunciada envio computadora portátil destino ciudad moyobamba embargo encomienda llegó destino negándose empresa denunciada asumir responsabilidad
263,1972-2006/SPC-INDECOPI,2006,"denunció a Expreso Wari ante la
Comisión por infringir lo establecido en el artículo 8 de la Ley de Protección
al Consumidor. Indicó que el 27 de abril de 2006, el señor Ciro Almanza
Pomar celebró un contrato de transporte de encomienda con la denunciada,
por el cual remitió desde Cusco a Lima tres paquetes conteniendo prendas
de vestir, y consignando al señor Vílchez como la única persona autorizada
para recoger dichos bienes. Asimismo, refirió que la denunciada habría
hecho entrega de las cajas a una tercera persona.
En tal sentido, el denunciante solicitó a la Comisión que, en calidad de
medida correctiva, ordene a Expreso Wari el reembolso del valor de las
prendas de vestir que contenían los tres paquetes extraviados, las cuales
ascendían a US$ 1 733,001

; así como el pago de las costas y costos del

procedimiento.","ser2,ser11,ser12",Transportes Wari S.A.C.,"0,5 UIT Pago de costas y costos",S/.400.00,1,denunció expreso wari comisión infringir establecido artículo 8 ley protección consumidor indicó 27 abril 2006 señor ciro almanza pomar celebró contrato transporte encomienda denunciada remitió cusco lima tres paquetes conteniendo prendas vestir consignando señor vílchez única persona autorizada recoger dichos bienes asimismo refirió denunciada hecho entrega cajas tercera persona tal denunciante solicitó comisión calidad medida correctiva ordene expreso wari reembolso valor prendas vestir contenían tres paquetes extraviados cuales ascendían us 1 733 001 así pago costas costos procedimiento
