,params,mean_test_accuracy,std_test_accuracy,model_name
448,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.615,0.064420494,N-gramas + SVC
467,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 10, 'SVMPred__kernel': 'rbf'}",0.615,0.066332496,N-gramas + SVC
40,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.615,0.0717635,TF-IDF + RF
61,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 3}",0.615,0.046368092,TF-IDF + RF
63,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 7}",0.615,0.040620192,TF-IDF + RF
88,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.615,0.0717635,TF-IDF + RF
136,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': None, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.615,0.0717635,TF-IDF + RF
184,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.615,0.0717635,TF-IDF + RF
205,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 3}",0.615,0.046368092,TF-IDF + RF
207,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 7}",0.615,0.040620192,TF-IDF + RF
232,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.615,0.0717635,TF-IDF + RF
280,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': None, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.615,0.0717635,TF-IDF + RF
14,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.615,0.046368092,TF-IDF + SVC
15,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 1, 'SVMPred__kernel': 'rbf'}",0.615,0.046368092,TF-IDF + SVC
17,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 10, 'SVMPred__kernel': 'rbf'}",0.615,0.068190908,TF-IDF + SVC
19,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.615,0.068190908,TF-IDF + SVC
69,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.615,0.056124861,TF-IDF + SVC
76,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.615,0.084557673,TF-IDF + SVC
99,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.615,0.048989795,TF-IDF + SVC
194,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 1, 'SVMPred__kernel': 'linear'}",0.615,0.046368092,TF-IDF + SVC
195,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 1, 'SVMPred__kernel': 'rbf'}",0.615,0.046368092,TF-IDF + SVC
197,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 10, 'SVMPred__kernel': 'rbf'}",0.615,0.068190908,TF-IDF + SVC
199,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.615,0.068190908,TF-IDF + SVC
249,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.615,0.056124861,TF-IDF + SVC
256,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.615,0.084557673,TF-IDF + SVC
279,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.615,0.048989795,TF-IDF + SVC
40,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.61,0.076811457,N-gramas + RF
44,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.61,0.076811457,N-gramas + RF
232,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.61,0.09027735,N-gramas + RF
268,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.61,0.068190908,N-gramas + RF
364,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.61,0.068190908,N-gramas + RF
424,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.61,0.076811457,N-gramas + RF
428,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.61,0.076811457,N-gramas + RF
616,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.61,0.09027735,N-gramas + RF
652,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.61,0.068190908,N-gramas + RF
748,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.61,0.068190908,N-gramas + RF
75,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 1, 'SVMPred__kernel': 'rbf'}",0.61,0.037416574,N-gramas + SVC
88,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.61,0.048989795,N-gramas + SVC
129,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.61,0.03391165,N-gramas + SVC
315,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 1, 'SVMPred__kernel': 'rbf'}",0.61,0.037416574,N-gramas + SVC
328,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.61,0.048989795,N-gramas + SVC
369,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (1, 1), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.61,0.03391165,N-gramas + SVC
9,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 3}",0.61,0.03,TF-IDF + RF
68,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.61,0.043588989,TF-IDF + RF
125,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': None, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 3}",0.61,0.02,TF-IDF + RF
127,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': None, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 7}",0.61,0.08,TF-IDF + RF
153,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 3}",0.61,0.03,TF-IDF + RF
212,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.61,0.043588989,TF-IDF + RF
269,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': None, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 3}",0.61,0.02,TF-IDF + RF
271,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': None, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 7}",0.61,0.08,TF-IDF + RF
56,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
58,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
67,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'SVMPred__C': 10, 'SVMPred__kernel': 'rbf'}",0.61,0.051478151,TF-IDF + SVC
78,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.61,0.0717635,TF-IDF + SVC
116,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
118,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
176,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': None, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
178,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': None, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
236,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
238,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
247,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'SVMPred__C': 10, 'SVMPred__kernel': 'rbf'}",0.61,0.051478151,TF-IDF + SVC
258,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.61,0.0717635,TF-IDF + SVC
296,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
298,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
356,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': None, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 10, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
358,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': None, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'linear'}",0.61,0.046368092,TF-IDF + SVC
5,"{'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 3}",0.61,0.053851648,CargosMulticat + RF
164,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.605,0.106536379,N-gramas + RF
168,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.605,0.094074439,N-gramas + RF
172,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.605,0.102956301,N-gramas + RF
